dem_elevation,TWI,TPI,TRI,SPI,easterness,northerness,profile_curvature,slope_degrees,slope_std,roughness,planform_curvature,distance_coast,distance_quarry,distance_road,distance_railroad,distance_streams,average_temp_ref,average_wind_ref,cloudburst_ref,groundwater_ref,rain_5_year_ref,rain_50_year_ref,rain_average_ref,rain_max_14day_ref,rain_max_day_ref,soil,geomorphology,underground,prequaternary,class
15.706317901611328,4.440496921539307,0.12687397003173828,0.17368817329406738,-1.6679081916809082,0.19657005369663239,-0.9804897904396057,-6.253337383270264,2.6429150104522705,4.752529144287109,0.5123863220214844,0.1786714494228363,115.0,250.0,100.0,100.0,300.0,8.46273136138916,4.763249397277832,0.3323630094528198,-8.441628456115723,43.89896011352539,66.46192169189453,2.0065407752990723,91.62464904785156,33.68160629272461,15.0,7.0,3.0,6.0,1
15.232349395751953,3.427183151245117,0.04817771911621094,0.39524900913238525,0.7316999435424805,0.5753794312477112,-0.8178865909576416,-1.6948533058166504,14.511214256286621,3.343205690383911,1.4318056106567383,4.8651862144470215,52.0,250.0,100.0,100.0,300.0,8.46273136138916,4.763249397277832,0.3323630094528198,-1.9497528076171875,43.89896011352539,66.46192169189453,2.0065407752990723,91.62464904785156,33.68160629272461,15.0,7.0,3.0,6.0,1
17.030214309692383,3.8886711597442627,-0.0009307861328125,0.36139607429504395,1.0811421871185303,0.6347046494483948,-0.7727547883987427,1.4672974348068237,13.74848461151123,0.8803308606147766,1.3258113861083984,1.9004563093185425,80.0,250.0,100.0,100.0,300.0,8.46273136138916,4.763249397277832,0.3323630094528198,-1.60826575756073,43.89896011352539,66.46192169189453,2.0065407752990723,91.62464904785156,33.68160629272461,15.0,7.0,3.0,6.0,1
15.583940505981445,4.67513370513916,-0.03023242950439453,0.18354308605194092,0.2946794033050537,-0.7888249754905701,-0.6146178841590881,-2.0297508239746094,6.327752113342285,3.45951509475708,0.6605911254882812,3.2933731079101562,120.0,250.0,100.0,100.0,300.0,8.45542049407959,4.749733924865723,0.329926997423172,-7.234320640563965,44.025264739990234,66.69136810302734,2.017730712890625,91.93699645996094,33.66832733154297,15.0,7.0,3.0,6.0,1
17.499942779541016,8.491713523864746,0.1507892608642578,0.41060948371887207,5.8175177574157715,0.26811549067497253,-0.9633867740631104,-2.8336973190307617,14.660412788391113,2.3922197818756104,1.2293643951416016,7.5365095138549805,89.0,250.0,100.0,100.0,300.0,8.463236808776855,4.771993637084961,0.32855114340782166,-0.48567989468574524,44.125858306884766,66.77009582519531,2.021318197250366,92.11649322509766,33.706504821777344,15.0,7.0,3.0,6.0,1
19.862329483032227,4.3377838134765625,0.10454177856445312,0.12828683853149414,-1.5651953220367432,-0.7610894441604614,-0.6486469507217407,-1.774069905281067,2.934516191482544,2.1722846031188965,0.3082084655761719,5.796435356140137,80.0,250.0,100.0,100.0,300.0,8.463236808776855,4.771993637084961,0.32855114340782166,-1.161275863647461,44.125858306884766,66.77009582519531,2.021318197250366,92.11649322509766,33.706504821777344,15.0,7.0,3.0,6.0,1
10.933327674865723,4.549925804138184,-0.008032798767089844,0.20005953311920166,0.4198874533176422,-0.34889790415763855,-0.9371607303619385,0.02106025069952011,7.171037673950195,0.6755983233451843,0.6684436798095703,-0.052515722811222076,84.0,250.0,100.0,100.0,300.0,8.463236808776855,4.771993637084961,0.32855114340782166,-4.2887115478515625,44.125858306884766,66.77009582519531,2.021318197250366,92.11649322509766,33.706504821777344,15.0,7.0,3.0,6.0,1
7.80634069442749,5.568682670593262,-0.009166240692138672,0.16080892086029053,1.095726490020752,-0.979585587978363,-0.20102764666080475,-0.7230322360992432,6.041358470916748,1.1055337190628052,0.5751247406005859,0.8818109035491943,122.0,250.0,100.0,100.0,300.0,8.463236808776855,4.771993637084961,0.32855114340782166,-2.3620808124542236,44.125858306884766,66.77009582519531,2.021318197250366,92.11649322509766,33.706504821777344,15.0,7.0,3.0,6.0,1
19.221132278442383,2.1948392391204834,0.0250396728515625,0.6747088432312012,0.5777496099472046,-0.999973714351654,0.007248349953442812,-1.904005765914917,23.965431213378906,0.8245192170143127,1.8505325317382812,1.0885765552520752,163.0,250.0,100.0,100.0,300.0,8.446768760681152,4.734921932220459,0.32887235283851624,-1.2943158149719238,44.169517517089844,66.88237762451172,2.0311503410339355,92.33782196044922,33.66157150268555,15.0,6.0,2.0,7.0,1
10.906588554382324,4.247091293334961,-0.07747936248779297,0.18469667434692383,-0.08820804208517075,-0.1944272816181183,-0.9809169173240662,3.325549840927124,6.472322463989258,2.4049010276794434,0.5475587844848633,-2.043994188308716,51.0,250.0,100.0,100.0,273.0,8.438117980957031,4.719705104827881,0.32600897550582886,-1.4208389520645142,44.29469299316406,67.01636505126953,2.0446012020111084,92.73838806152344,33.6575813293457,15.0,8.0,2.0,6.0,1
